Autauga, AL,50756,37,14613,19347,5876,1947,49584,18,476,191,26030,7,9,96,31,175,10,10,65,37,60,4,88,2969,24132,8,116,3,367,1156,109,29938,9923,264,235,15980,17577,13.7,1310,15064,1261,979,811,835,1139,905,1089,964,931,1661,1950,2760,1317,825,605,256,14597,1553,53081,11.2,54571,10900,91.8,26569,28002,42154,9643,232,474,
"Baldwin, AL",0.0182654142039,0.655502392344,0.0174414538624,0.0147011725812,0.0293483440381,0.00715312276465,0.0175770888869,0.0535405872193,0.00670659727995,0.0462796728506,0.0698478991816,0.0365853658537,0.0389105058366,0.0415709522045,0.0115488633872,0.0338495031427,0.0180235222239,0.00606261022928,0.0245021779714,0.0243017200568,0.0144824003117,0.0106189320388,0.0146903403086,0.00217973166991,0.0166800526531,0.299663299663,0.00511808389643,0.00620347394541,0.0135333382234,0.0176471775958,0.00251012002616,0.294707416488,0.0166177692483,0.00817381584463,0.0117297165639,0.019110548292,0.0197394168653,0.369696969697,0.00170481852279,0.0233131882156,0.01858078657,0.0182814571491,0.022116550336,0.0266726005044,0.0272248081132,0.0254193648055,0.0267473656355,0.02897911768,0.0242364775598,0.0239597886657,0.0229505716366,0.0218953573904,0.0199530790875,0.0158203416845,0.0130326912715,0.0115428657852,0.855426809822,0.0195081053724,0.425893169877,0.214516129032,0.0185632276683,0.286570083994,0.00164969230216,0.0184302431537,0.0186924916514,0.0557852246858,0.0132826823486,0.0155242630443,0.00100084269767,
"Barbour, AL",0.00301959451508,0.622009569378,0.00250394636934,0.00249433363697,0.00393292738466,0.00385218629619,0.00303138535936,0.00805987334485,0.00091859807801,0.000664937828313,0.00123529070809,0.0447154471545,0.0350194552529,0.0023712486106,0.00255829252248,0.00312510972998,0.0044295096991,0.000771604938272,0.00318917237088,0.00157803376992,0.00142875698143,0.00182038834951,0.00186711759318,0.000199620484842,0.00200287694531,0.407407407407,0.00051849869539,0.0,0.00115528497029,0.000188451934661,0.000106061409556,0.320842378149,0.00242893942848,0.000646220483443,0.000692245567705,0.003627159479,0.00309720662385,0.272727272727,0.000295868780169,0.00306324290819,0.0104311439886,0.00492729819815,0.00428441954354,0.00420115709835,0.00368052772726,0.00373340885977,0.0052924772186,0.00368799686485,0.0031753880386,0.00432785726903,0.00255951986938,0.00183894542433,0.00132500915815,0.00086541814016,0.000917795159963,0.000448319073546,0.641065164239,0.0104033004279,0.252206654991,0.529032258065,0.00279642576517,0.242502125725,0.000446251844388,0.00301178555326,0.00258709113627,0.00470509151966,0.00999792664356,0.00145539966041,7.944374529e-05,
"Bibb, AL",0.00219201623556,0.602870813397,0.0021650914492,0.00218893588285,0.00278430549124,0.00490874846602,0.00219349544393,0.00460564191134,0.00035746350547,0.00053195026265,0.000714160749449,0.0447154471545,0.0194552529183,0.00251945164876,0.00153497551349,0.00221215632571,0.00305483427524,0.000661375661376,0.00124455507156,0.000710115196465,0.000487076243668,0.000910194174757,0.00098640174734,1.99325188266e-05,0.00173051191305,0.360269360269,0.000735933632167,0.0,0.00196215066383,0.00144704164115,0.000583337752559,0.298627270314,0.00218445233666,0.000314377532486,0.000717884292435,0.00267709363163,0.00225254150989,0.333333333333,8.66061461779e-05,0.00261977685408,0.00304864380184,0.00303259638557,0.00260713991455,0.00311526479751,0.00404426497334,0.00261338620184,0.00318227155836,0.00265227858023,0.00246459558227,0.00335629747394,0.0026036495223,0.00186275910609,0.00153545178915,0.00168725407182,0.00061581094604,8.64229539366e-05,0.720527266929,0.00330758495177,0.335323992995,0.291935483871,0.00233383459259,0.24622594988,0.000529744124951,0.00254171062642,0.00213177434363,0.00630094479352,0.00391918724428,0.000817066476018,1.63342280035e-05,
"Blount, AL",0.00592454659118,0.622009569378,0.00587209767014,0.00489241154615,0.00823594496203,0.00700218531182,0.00580503704794,0.00633275762809,0.000904050144648,0.00119688809096,0.00100769517513,0.020325203252,0.00778210116732,0.00815116709893,0.00321613917111,0.00512658450086,0.0044295096991,0.000992063492063,0.00373366521469,0.000867918573457,0.00162358747889,0.000606796116505,0.00183188895935,0.000132145217406,0.00533171458194,0.299663299663,0.000451595637921,0.0,0.000898554976894,0.00168933698571,0.000371214933446,0.240102759515,0.00600862261242,0.00221810814587,0.00226902713859,0.00638324526942,0.00643912930876,0.369696969697,0.000986798108914,0.00737211040618,0.00732272285736,0.00715478049906,0.00835697218658,0.00605251446373,0.00634382417311,0.00707416609807,0.00742303856045,0.00735499944015,0.0080736751833,0.00771225771226,0.00733497873896,0.00543481136918,0.00484407759877,0.00265228868855,0.00261719652067,0.00137196439374,0.770808972042,0.00753025136623,0.36357267951,0.235483870968,0.00583810021892,0.250496678998,0.00127973512794,0.00586033629677,0.00581648624379,0.0186752218672,0.000590945411709,0.00391936575215,8.68683943825e-05,
"Bullock, AL",0.00111545366877,0.614035087719,0.00101156935619,0.000985487307221,0.00113232258442,0.00442093611846,0.00111565364151,0.00115141047784,0.000288880391048,6.64937828313e-05,0.000212706105569,0.0406504065041,0.00778210116732,0.000444609114487,0.000219282216212,0.000737385441905,0.000458225141286,0.00055114638448,0.000466708151836,0.000394508442481,0.000194830497467,0.000303398058252,0.00049320087367,0.0,0.000748235314371,0.494949494949,0.000735933632167,0.0,0.00115528497029,0.00129897226391,0.000141415212742,0.302031764871,0.000990203359338,0.0,0.00080761982899,0.00136230617608,0.00104474933758,0.30303030303,0.000165746245272,0.00108792751404,0.00455303992627,0.00134185680778,0.00247178050589,0.00156653315532,0.00151043432693,0.0024395895825,0.000678522720333,0.000888758257754,0.00113572272913,0.00107995696231,0.000576837606029,0.000928733588404,0.000514415320224,0.000149424714848,0.000266456659344,0.000426713335062,0.604337195705,0.0045396220049,0.211961471103,0.559677419355,0.00111156320068,0.243294579857,0.000251916363767,0.00122157493077,0.00100462928838,0.000876729681002,0.00595294024462,0.000293633264819,1.4849298185e-05,
"Butler, AL",0.00202721138309,0.639553429027,0.00210473031478,0.00166230114184,0.00309782749387,0.00466374854258,0.0020631978903,0.00690846286701,0.000606856648821,0.000199481348494,0.00017760959815,0.10162601626,0.011673151751,0.00281585772508,0.00153497551349,0.00358158643211,0.00137467542386,0.00110229276896,0.00287803360299,0.00149913208143,0.000649434991557,0.000303398058252,0.00140914535334,0.0,0.00184302387897,0.407407407407,0.00122098079882,0.00124069478908,0.00322746277415,0.00320368288924,0.000441922539817,0.297854231412,0.00205087292309,0.000593824228029,0.000897355365544,0.00207570411018,0.00231265786235,0.290909090909,4.07432855172e-05,0.00261567490702,0.00548955142096,0.00479311251738,0.00419025647665,0.0036077733274,0.00339693597608,0.00349524312216,0.00318227155836,0.00327510917031,0.00246459558227,0.00222816399287,0.00223169959054,0.0015875787836,0.000814490923687,0.00086541814016,0.000669102277908,0.000361896119609,0.643775911555,0.00601193184432,0.243380035026,0.474193548387,0.0021333987873,0.243647683619,0.000388670961241,0.00203278994738,0.00223119287577,0.00415053800488,0.00706261303481,0.000765999821267,0.000131416288938,
"Calhoun, AL",0.0115841665896,0.609250398724,0.0112921112576,0.0106740546717,0.0164450440033,0.00694749782891,0.0115447720278,0.0189982728843,0.00344162537825,0.00711483476295,0.00848644184695,0.0569105691057,0.0466926070039,0.0140792886254,0.00920985308092,0.0179781593455,0.00977546968077,0.00341710758377,0.0132233976353,0.00694334858766,0.00603974542148,0.00364077669903,0.0102867610794,0.000642565347656,0.0107726620925,0.319865319865,0.0129959189135,0.0173697270471,0.0235824836793,0.0202518525498,0.00424245638225,0.363593771961,0.0113597649002,0.0088025709096,0.00544822900509,0.0118574635865,0.0129341243188,0.264646464646,0.000830437751406,0.014406493838,0.0282746768288,0.0205626137224,0.0185324686025,0.0185610443554,0.0170093400327,0.0206882346126,0.0173362555045,0.0166624678088,0.0159155702178,0.0155449567214,0.0147014786586,0.0123169653961,0.00921271073491,0.00661204363202,0.00569032999177,0.00386202575404,0.705963644095,0.0284390959609,0.326970227671,0.306451612903,0.0120762572687,0.250522045648,0.00281714470796,0.0118140676999,0.0123311115132,0.0319922032635,0.0189335493144,0.0068939983914,0.000627382848318,
"Chambers, AL",0.0034849676752,0.661881977671,0.00320663323076,0.00276873805465,0.00552163062122,0.00395718626338,0.00354654611844,0.00575705238918,0.000656735277491,0.000664937828313,0.000462635779613,0.0731707317073,0.0233463035019,0.00429788810671,0.00168116365763,0.00410829031918,0.000916450282572,0.000881834215168,0.00217797137523,0.00149913208143,0.00103909598649,0.000910194174757,0.00239554710068,4.931452806e-05,0.0028814539907,0.461279461279,0.00322807252291,0.00248138957816,0.0086921440622,0.00808324191171,0.00136112142264,0.290194118658,0.00308213050586,0.00137976805924,0.00133321368595,0.00376878995121,0.00413132933347,0.260606060606,0.000114337178205,0.00428015386859,0.00769134972228,0.00741778443339,0.00669734813263,0.0072155466548,0.00646095989643,0.00527826769829,0.00638489879834,0.00508061807188,0.00378574243045,0.00493407846349,0.00389601792925,0.00281001444697,0.00219795636823,0.000927678438014,0.000420409395854,0.000302480338778,0.747422132455,0.00837376221174,0.268134851138,0.333870967742,0.00348471091362,0.241703583597,0.000826285673157,0.00338102682547,0.00358549421354,0.0072912974683,0.0102945641564,0.000880899794457,0.000124734104754,
"Cherokee, AL",0.00248253175184,0.700159489633,0.00231703499447,0.00197273846286,0.00434999793862,0.0047599985125,0.00249629673914,0.00518134715026,0.000544508362983,0.000398962696988,0.000584410025051,0.0284552845528,0.011673151751,0.00259355316784,0.00168116365763,0.00294954176762,0.00229112570643,0.000661375661376,0.00155569383945,0.00110462363895,0.000519547993246,0.0,0.000951173113507,4.26703551178e-05,0.00232709175423,0.306397306397,0.000301063758614,0.0,0.000935230690237,0.001527806756,0.000159092114334,0.271281995221,0.0025024693809,0.00172907642867,0.00144858794724,0.00288321379598,0.00294843383239,0.327272727273,6.82610019137e-05,0.00341509881135,0.00519564621784,0.00497560504323,0.00374298190892,0.00469959946595,0.00401960482106,0.0035274276813,0.00335868746565,0.00512260665099,0.00384755047013,0.00369754781519,0.00287788379402,0.00331539369308,0.00167964396225,0.000790705782736,0.0012020155966,0.000486129115893,0.711119379186,0.00536779628957,0.33295971979,0.296774193548,0.0026469136909,0.246136659273,0.000675135854896,0.00266300028886,0.00263127715055,0.00877059554209,0.000938057894013,0.00172349959785,4.00931050996e-05,
"Chilton, AL",0.00436341917165,0.599681020734,0.00456246919501,0.00384796130621,0.00550820766087,0.00607249810234,0.00431995151909,0.00633275762809,0.000800136334918,0.00146286322229,0.00157827930332,0.0853658536585,0.0272373540856,0.00689144127455,0.00343542138733,0.00572351557288,0.00397128455781,0.000992063492063,0.00381144990666,0.0019725422124,0.00123392648396,0.000303398058252,0.00228986119918,0.00012756812049,0.00390758771271,0.316498316498,0.00660667692514,0.0,0.00493288344458,0.00553914079379,0.000954552686005,0.289850545812,0.00466731373025,0.00153695682549,0.00185880754291,0.00472163286666,0.00487853308813,0.335353535354,0.000729539457952,0.00551119375775,0.00871254576702,0.00673075374781,0.00697395214162,0.00579735944222,0.00700964828458,0.0068681849196,0.00599814084775,0.00545151718733,0.00668299429048,0.00591366767837,0.00435622716684,0.00443463673551,0.0032150957514,0.0023347611695,0.00194809424276,0.00118291418201,0.724779419581,0.0110014263002,0.340770577933,0.301612903226,0.00444492878571,0.24821570987,0.000906898909562,0.00446478198648,0.00442563102147,0.0129731802086,0.00328475570503,0.00197883287161,9.65204382028e-05,
"Choctaw, AL",0.00142059142704,0.692185007974,0.00130754705671,0.00103487506284,0.00234134779945,0.0037603113249,0.00145412069846,0.00287852619459,0.000446829381838,6.64937828313e-05,0.000106353052785,0.0975609756098,0.00778210116732,0.00125972582438,0.000438564432425,0.00214192914077,0.00198564227891,0.00055114638448,0.00108898568762,0.000552311819473,0.000616963241979,0.000606796116505,0.000951173113507,0.0,0.00102182998561,0.383838383838,0.0,0.0,0.000201716423384,6.73042623789e-05,3.53538031854e-05,0.403393562694,0.0011556457523,0.0,0.000461497045137,0.0015162791731,0.00166746973612,0.29696969697,1.55720410616e-05,0.00176520455043,0.00406485840245,0.00346735799129,0.0035958521169,0.00210057854918,0.00252766560834,0.00255545399539,0.00235447383956,0.00237935281603,0.00146021493746,0.00199129610894,0.00137432347666,0.00127535495616,0.00047934154839,0.000342431638193,0.000219086586572,0.000221458819462,0.720261507388,0.00368077459857,0.27204028021,0.367741935484,0.00141150397638,0.242013056722,0.000218807355958,0.00138191697175,0.0014402632201,0.00282224855506,0.0046685464063,0.00022979994638,8.90957891103e-06,
